Index,DateTime,Measurement,Unit
1,49:27.179,18.101954,VDC
2,49:27.679,18.1026582,VDC
3,49:28.179,18.1006086,VDC
4,49:28.679,18.0977521,VDC
5,49:29.179,18.0931223,VDC
6,49:29.679,18.0937848,VDC
7,49:30.179,18.0953192,VDC
8,49:30.679,18.09035,VDC
9,49:31.179,18.0816527,VDC
10,49:31.679,18.0708458,VDC
11,49:32.179,18.0279688,VDC
12,49:32.679,18.0646037,VDC
13,49:33.179,18.0576444,VDC
14,49:33.679,18.0260534,VDC
15,49:34.179,18.0290859,VDC
16,49:34.679,18.0707827,VDC
17,49:35.179,18.0650135,VDC
18,49:35.679,14.4252453,VDC
19,49:36.179,13.1085206473684,VDC
20,49:36.679,13.3891186052632,VDC
21,49:37.179,13.8121869263158,VDC
22,49:37.679,14.0280150526316,VDC
23,49:38.179,14.1404460315789,VDC
24,49:38.679,14.1906951789474,VDC
25,49:39.179,14.2419325,VDC
26,49:39.679,14.2567268263158,VDC
27,49:40.179,14.2641589368421,VDC
28,49:40.679,14.2928911631579,VDC
29,49:41.179,14.3138812684211,VDC
30,49:41.679,14.3689973947368,VDC
31,49:42.179,14.4048359421053,VDC
32,49:42.679,14.4274953315789,VDC
33,49:43.179,14.4490494421053,VDC
34,49:43.679,14.4548957578947,VDC
35,49:44.179,14.4491608684211,VDC
36,49:44.679,14.4228245473684,VDC
37,49:45.179,14.3282713,VDC
38,49:45.679,17.8506965,VDC
39,49:46.179,17.9565241,VDC
40,49:46.679,18.0995436,VDC
41,49:47.179,18.120943,VDC
42,49:47.679,18.1243086,VDC
43,49:48.179,18.119208,VDC
44,49:48.679,18.1084749,VDC
45,49:49.179,18.0118482,VDC
46,49:49.679,18.0396955,VDC
47,49:50.179,17.987356,VDC
48,49:50.679,18.0996952,VDC
49,49:51.179,18.1017279,VDC
50,49:51.679,18.0949651,VDC
51,49:52.179,18.0869784,VDC
52,49:52.679,17.9447921,VDC
53,49:53.179,18.0964002,VDC
54,49:53.679,18.101457,VDC
55,49:54.179,18.0975067,VDC
56,49:54.679,18.0910725,VDC
57,49:55.179,18.0848379,VDC
58,49:55.679,18.0791025,VDC
59,49:56.179,18.0737939,VDC
60,49:56.679,18.0695408,VDC
61,49:57.179,18.0666652,VDC
62,49:57.679,18.06394,VDC
63,49:58.179,18.0613758,VDC
64,49:58.679,18.0592311,VDC
65,49:59.179,18.0583625,VDC
66,49:59.679,18.0572859,VDC
67,50:00.179,18.0558678,VDC
68,50:00.679,18.0545041,VDC
69,50:01.179,18.0534627,VDC
70,50:01.679,18.0524992,VDC
